にごりえ	名詞	普通名詞	一般	*	*	*	ニゴリエ	濁り江	にごりえ	ニゴリエ	ニゴリエ	和	にごりえ	ニゴリエ	ニゴリエ	ニゴリエ	*	*	*	*	*	*	3	C1	*
》	補助記号	括弧閉	*	*	*	*		》	》			記号	》				*	*	*	*	*	*	*	*	*
に	助詞	格助詞	*	*	*	*	ニ	に	に	ニ	ニ	和	に	ニ	ニ	ニ	*	*	*	*	*	*	*	名詞%F1	*
立	動詞	一般	*	*	文語四段-タ行	終止形-一般	タツ	立つ	立	タツ	タツ	和	立つ	タツ	タツ	タツ	タ濁	基本形	*	*	*	*	1	C1	*
《	補助記号	括弧開	*	*	*	*		《	《			記号	《				*	*	*	*	*	*	*	*	*
た	助動詞	*	*	*	助動詞-タ	終止形-一般	タ	た	た	タ	タ	和	た	タ	タ	タ	*	*	*	*	*	*	*	"動詞%F2@1	形容詞%F4@-2"	*
》	補助記号	括弧閉	*	*	*	*		》	》			記号	》				*	*	*	*	*	*	*	*	*
つて	助詞	副助詞	*	*	*	*	ッテ	って	つて	ッテ	ツテ	和	つて	ッテ	ツテ	ッテ	*	*	*	*	*	*	*	"動詞%F2@0	形容詞%F1	名詞%F1"	*
馴染	名詞	普通名詞	一般	*	*	*	ナジミ	馴染み	馴染	ナジミ	ナジミ	和	馴染	ナジミ	ナジミ	ナジミ	*	*	*	*	*	*	"3	0"	C2	*
《	補助記号	括弧開	*	*	*	*		《	《			記号	《				*	*	*	*	*	*	*	*	*
なじみ	名詞	普通名詞	一般	*	*	*	ナジミ	馴染み	なじみ	ナジミ	ナジミ	和	なじみ	ナジミ	ナジミ	ナジミ	*	*	*	*	*	*	"3	0"	C2	*
》	補助記号	括弧閉	*	*	*	*		》	》			記号	》				*	*	*	*	*	*	*	*	*
らしき	接尾辞	形容詞的	*	*	文語形容詞-シク	連体形-一般	ラシイ	らしい	らしき	ラシキ	ラシキ	和	らし	ラシ	ラシ	ラシ	*	*	*	*	*	*	*	C4	*
